Entry	EC number	genus
RS_GCF_020520285.1	286	2883205
RS_GCF_001269925.1	286	1078355
RS_GCF_018138145.1	286	2825975
RS_GCF_900105485.1	286	1421430
RS_GCF_030147005.1	286	306
RS_GCF_007828215.1	286	2572883
RS_GCF_012974785.1	286	294
RS_GCF_002158995.1	286	1451454
RS_GCF_005938045.2	286	1179667
RS_GCF_900105995.1	286	364197
RS_GCF_024749045.1	286	2895480
RS_GCF_019823065.1	286	78327
RS_GCF_019145205.1	286	2842351
RS_GCF_002286785.1	286	1958773
GB_GCA_900590755.1	286	33069
RS_GCF_900497695.1	286	1785161
RS_GCF_020831405.1	286	2892443
RS_GCF_021341665.1	286	2906459
RS_GCF_900105475.1	286	53407
RS_GCF_024169245.1	286	198620
RS_GCF_013393345.1	286	470150
RS_GCF_002338065.1	286	1947305
RS_GCF_012935695.1	286	2730848
RS_GCF_022662375.1	286	2914834
RS_GCF_900188455.1	286	256466
RS_GCF_024666525.1	286	2898441
RS_GCF_013347965.1	286	2681983
RS_GCF_014268655.2	286	2745500
RS_GCF_029837695.1	286	2975420
RS_GCF_003605735.1	286	2315859
RS_GCF_001642795.1	286	33069
RS_GCF_019145355.1	286	2843612
RS_GCF_003151075.1	286	2201356
RS_GCF_017848315.1	286	2815362
RS_GCF_014268585.2	286	2745503
RS_GCF_002303925.1	286	1920428
RS_GCF_004310295.1	286	2528211
RS_GCF_029814935.1	286	2975405
RS_GCF_000759535.1	286	157783
RS_GCF_018336155.1	286	2827099
RS_GCF_028830055.1	286	2964670
RS_GCF_004214895.1	286	2518644
RS_GCF_900624995.1	286	219572
RS_GCF_006094435.1	286	2498848
RS_GCF_900105805.1	286	321662
RS_GCF_000931465.1	286	1611770
RS_GCF_001401155.1	286	200454
RS_GCF_018326005.1	286	2678259
RS_GCF_009932335.1	286	2219225
RS_GCF_000282195.1	286	1144324
RS_GCF_025336485.1	286	2978349
GB_GCA_007713455.1	286	306
RS_GCF_002251635.1	286	75612
RS_GCF_014269035.2	286	485888
GB_GCA_947090765.1	286	3019967
RS_GCF_009861505.1	286	2684212
RS_GCF_005080685.1	286	303
RS_GCF_009707515.1	286	1055468
RS_GCF_002286815.1	286	1949067
GB_GCA_900585905.1	286	33069
RS_GCF_021283545.2	286	1940621
RS_GCF_000690905.1	286	1488328
RS_GCF_003935425.1	286	2479849
RS_GCF_022790535.1	286	1766623
RS_GCF_012935755.1	286	2730845
RS_GCF_000507185.2	286	1420587
RS_GCF_021602025.1	286	2740516
RS_GCF_002934665.1	286	2011015
RS_GCF_001042905.1	286	163011
RS_GCF_005508865.1	286	2502240
RS_GCF_013385985.1	286	2726978
RS_GCF_014863605.1	286	2774460
RS_GCF_000730645.1	286	1215114
RS_GCF_904067045.1	286	2767468
GB_GCA_902498185.1	286	294
RS_GCF_002018875.1	286	1960827
RS_GCF_002813445.1	286	564423
RS_GCF_018968705.1	286	2995658
RS_GCF_021375795.1	286	53406
RS_GCF_000955805.1	286	1619948
RS_GCF_001512295.1	286	1749078
RS_GCF_029543085.1	286	3034675
RS_GCF_946885955.1	286	114707
RS_GCF_004801935.1	286	2565368
RS_GCF_014269185.2	286	485876
RS_GCF_003700275.1	286	36746
RS_GCF_024970185.1	286	2975049
RS_GCF_024138395.1	286	75612
RS_GCF_030344995.1	286	294
RS_GCF_900112375.1	286	53408
RS_GCF_017968885.1	286	2823875
RS_GCF_008638305.1	286	1981513
RS_GCF_900187455.1	286	2008975
RS_GCF_009932375.1	286	2666183
RS_GCF_015070855.1	286	1477517
GB_GCA_029953615.1	286	303
RS_GCF_018449725.1	286	2720080
RS_GCF_900105555.1	286	1605838
RS_GCF_019141525.1	286	2842348
RS_GCF_005796105.1	286	78327
RS_GCF_900187605.1	286	2009042
RS_GCF_002934065.1	286	76758
RS_GCF_028682475.1	286	303
RS_GCF_007830155.1	286	459528
RS_GCF_018614655.1	286	294
RS_GCF_023241715.1	286	2938197
RS_GCF_014268505.2	286	2745508
RS_GCF_014268495.2	286	2745509
RS_GCF_028898945.1	286	3029060
RS_GCF_002163625.1	286	1981174
RS_GCF_014647635.1	286	1515666
RS_GCF_008801605.1	286	86264
RS_GCF_009189165.1	286	2653853
RS_GCF_002814235.1	286	2056244
RS_GCF_014236655.1	286	2762577
RS_GCF_002113025.1	286	1981730
RS_GCF_000802425.1	286	706570
RS_GCF_028656995.1	286	2942632
RS_GCF_026625725.1	286	2994661
RS_GCF_001297125.1	286	1690247
RS_GCF_004682055.1	286	2293832
RS_GCF_019145195.1	286	2842346
RS_GCF_012033695.1	286	2722792
RS_GCF_030687895.1	286	2954084
RS_GCF_016925675.1	286	2812000
RS_GCF_001636055.1	286	303
RS_GCF_008369295.1	286	2597350
RS_GCF_028682455.1	286	303
RS_GCF_003205295.1	286	78327
RS_GCF_003696305.1	286	2482750
RS_GCF_013620795.1	286	1685699
RS_GCF_900105735.1	286	515393
RS_GCF_011605305.1	286	198620
RS_GCF_001518815.1	286	47885
RS_GCF_019212185.1	286	294
RS_GCF_004011755.1	286	2005388
RS_GCF_014839385.1	286	294
GB_GCA_030654635.1	286	306
RS_GCF_001439785.1	286	200451
RS_GCF_025837155.1	286	2962597
RS_GCF_001043005.1	286	122355
RS_GCF_004803755.1	286	2320270
RS_GCF_028471945.1	286	2986947
RS_GCF_015461845.1	286	2730424
RS_GCF_018398425.1	286	1424203
GB_GCA_943912755.1	286	114707
GB_GCA_900596015.1	286	1705700
RS_GCF_001705435.1	286	158627
RS_GCF_003097235.1	286	1378075
RS_GCF_021147775.1	286	2829823
RS_GCF_018325905.1	286	2678257
RS_GCF_013386585.1	286	2726981
RS_GCF_025706525.1	286	2951809
RS_GCF_902497875.1	286	294
RS_GCF_003732485.1	286	380021
RS_GCF_900106065.1	286	75612
RS_GCF_001708505.1	286	1856685
GB_GCA_003525045.1	286	306
RS_GCF_015680245.1	286	1288410
RS_GCF_002236105.1	286	198618
RS_GCF_030376615.1	286	3036707
RS_GCF_900105835.1	286	296
GB_GCA_021605415.1	286	317
RS_GCF_004357765.1	286	303
RS_GCF_918698105.1	286	930166
RS_GCF_030159595.1	286	303
RS_GCF_003595175.1	286	2320867
RS_GCF_016881005.1	286	2710591
RS_GCF_001623525.1	286	294
RS_GCF_026625125.1	286	303
RS_GCF_013201545.1	286	158627
RS_GCF_001698815.1	286	317
RS_GCF_900099645.1	286	592361
RS_GCF_000263715.2	286	96901
RS_GCF_004136015.1	286	2052956
RS_GCF_009600315.1	286	1608996
RS_GCF_900105185.1	286	556534
RS_GCF_001439805.1	286	200450
RS_GCF_009659625.1	286	2600065
RS_GCF_021603645.1	286	2892326
RS_GCF_024397895.1	286	556533
RS_GCF_000282355.1	286	1144331
RS_GCF_014235765.1	286	2762576
RS_GCF_000416235.1	286	911242
RS_GCF_019733355.1	286	674054
RS_GCF_000026105.1	286	384676
RS_GCF_002091635.1	286	1215103
RS_GCF_012986595.1	286	198620
RS_GCF_012935715.1	286	2730847
RS_GCF_001293465.1	286	50340
RS_GCF_025642975.1	286	3035295
RS_GCF_026241895.1	286	75612
RS_GCF_001547895.1	286	1500686
RS_GCF_900107395.1	286	1566235
RS_GCF_019656335.1	286	2842481
RS_GCF_002741075.1	286	303
RS_GCF_028682175.1	286	303
GB_GCA_001534745.1	286	76759
RS_GCF_023634765.1	286	2949091
RS_GCF_026810445.1	286	3002903
RS_GCF_021390155.1	286	1344094
RS_GCF_001870435.1	286	168469
RS_GCF_000689415.1	286	1301098
RS_GCF_000498575.2	286	1395571
RS_GCF_002699855.1	286	47877
RS_GCF_000949385.2	286	1608357
RS_GCF_021602345.1	286	2892333
RS_GCF_024749165.1	286	2895477
RS_GCF_900095225.1	286	1365375
RS_GCF_005250615.1	286	2571129
RS_GCF_002796985.1	286	306
RS_GCF_014268815.2	286	2745493
RS_GCF_013395055.1	286	2748080
RS_GCF_017491605.1	286	2813575
RS_GCF_900108875.1	286	1566248
RS_GCF_028682635.1	286	303
RS_GCF_000761155.1	286	216142
RS_GCF_003253735.1	286	1261623
RS_GCF_023242315.1	286	2935074
GB_GCA_900590885.1	286	33069
RS_GCF_900187975.1	286	366289
RS_GCF_005863185.1	286	2006980
RS_GCF_014472415.1	286	2767798
RS_GCF_009905435.1	286	2697566
RS_GCF_001269885.1	286	132476
RS_GCF_006438915.1	286	702115
RS_GCF_029335315.1	286	53408
RS_GCF_014851905.1	286	2769288
GB_GCA_030656145.1	286	306
RS_GCF_003352185.1	286	1628086
RS_GCF_014700075.1	286	2772484
RS_GCF_003850345.1	286	1513890
GB_GCA_002287035.1	286	2032629
RS_GCF_019145435.1	286	2842353
RS_GCF_002080045.1	286	1943632
RS_GCF_002113375.1	286	1981685
RS_GCF_011355085.1	286	2609961
RS_GCF_024168645.1	286	2817892
GB_GCA_900583165.1	286	33069
RS_GCF_024127895.1	286	1288410
RS_GCF_024809425.1	286	2735913
RS_GCF_025905425.1	286	303
RS_GCF_014648275.1	286	2364649
RS_GCF_028682395.1	286	303
RS_GCF_009908285.1	286	2697651
RS_GCF_003696315.1	286	1176259
RS_GCF_023509015.1	286	2931382
RS_GCF_001921865.1	286	587753
RS_GCF_000826105.1	286	522492
RS_GCF_003732705.1	286	104087
RS_GCF_014842265.1	286	2775310
RS_GCF_014204515.1	286	915472
RS_GCF_002021815.1	286	157782
RS_GCF_013523125.1	286	312306
RS_GCF_000425785.1	286	1292030
RS_GCF_001945395.1	286	1932111
RS_GCF_900110765.1	286	1566250
RS_GCF_020151015.1	286	2874628
RS_GCF_000968015.1	286	294
RS_GCF_002379585.1	286	1947317
RS_GCF_003945765.1	286	333
GB_GCA_018613035.1	286	2819168
RS_GCF_001661075.1	286	1853130
RS_GCF_900187645.1	286	2008983
RS_GCF_003852405.1	286	2153360
RS_GCF_016919445.1	286	2811422
RS_GCF_024169315.1	286	78543
RS_GCF_001050345.1	286	1674920
GB_GCA_900589395.1	286	33069
RS_GCF_016518545.1	286	2767445
RS_GCF_900109175.1	286	915471
RS_GCF_023544715.1	286	2934934
RS_GCF_001579805.1	286	47878
RS_GCF_000800255.1	286	157782
RS_GCF_019139895.1	286	2842355
RS_GCF_023277925.1	286	312306
RS_GCF_019355055.1	286	2705472
RS_GCF_004519405.1	286	2518649
GB_GCA_028869255.1	286	200451
RS_GCF_020164475.1	286	2875731
RS_GCF_014109765.1	286	2726956
RS_GCF_902506535.1	286	2653166
RS_GCF_900103875.1	286	702115
RS_GCF_014268785.2	286	2745494
RS_GCF_900636825.1	286	294
RS_GCF_004519305.1	286	2559075
RS_GCF_020544405.1	286	2793103
RS_GCF_017165765.1	286	2810614
RS_GCF_001297015.1	286	1699620
RS_GCF_003231305.1	286	2213015
RS_GCF_900105325.1	286	298
RS_GCF_003850565.1	286	658629
RS_GCF_029269135.1	286	3033804
RS_GCF_015680295.1	286	1288410
RS_GCF_001594225.2	286	1785145
RS_GCF_015461835.1	286	2730425
GB_GCA_002256055.1	286	2015555
RS_GCF_003732665.1	286	104087
RS_GCF_001307275.1	286	294
RS_GCF_011369485.1	286	2609964
RS_GCF_009861525.1	286	485751
RS_GCF_026224925.1	286	306
RS_GCF_000631985.1	286	1470589
RS_GCF_000512695.2	286	1435425
RS_GCF_023823685.1	286	2952933
RS_GCF_900105495.1	286	104087
RS_GCF_021601385.1	286	2892329
RS_GCF_014268615.1	286	2745502
RS_GCF_004920405.1	286	2448482
GB_GCA_003241595.1	286	294
RS_GCF_902497895.1	286	294
RS_GCF_013608025.1	286	494916
RS_GCF_014268805.2	286	2745492
RS_GCF_017114825.1	286	1628277
RS_GCF_009763245.1	286	2654845
RS_GCF_030687715.1	286	2954086
RS_GCF_022533585.1	286	2920387
RS_GCF_001317545.1	286	294
GB_GCA_022448005.1	286	306
RS_GCF_025465935.1	286	2971614
RS_GCF_003228315.1	286	303
RS_GCF_900106045.1	286	46679
RS_GCF_000412675.1	286	1211579
RS_GCF_000213805.1	286	743720
RS_GCF_008638345.1	286	2586906
RS_GCF_002165135.1	286	1986221
RS_GCF_003024385.1	286	2109731
RS_GCF_027983475.1	286	1583341
RS_GCF_016406145.1	286	303
RS_GCF_025447595.1	286	198620
RS_GCF_001439685.1	286	75588
RS_GCF_007858185.1	286	129847
RS_GCF_002204795.1	286	2013577
RS_GCF_014268455.2	286	2745512
RS_GCF_027988105.1	286	3018340
RS_GCF_001702265.1	286	1869229
RS_GCF_030209175.1	286	3040310
RS_GCF_003052515.2	286	2202159
RS_GCF_019655855.2	286	2772558
RS_GCF_001870465.1	286	169669
RS_GCF_000418555.1	286	1336207
RS_GCF_005502935.1	286	2502191
RS_GCF_900100365.1	286	86840
RS_GCF_014269025.2	286	485898
GB_GCA_900580865.1	286	33069
RS_GCF_000633255.1	286	1397280
GB_GCA_019116555.1	286	2838743
GB_GCA_003530955.1	286	306
RS_GCF_016650635.1	286	2796407
RS_GCF_013523055.1	286	1495066
RS_GCF_003626975.1	286	1755504
RS_GCF_029537485.1	286	3036944
RS_GCF_014207255.1	286	2723063
RS_GCF_000282535.1	286	1144340
RS_GCF_902497745.1	286	294
RS_GCF_000612585.1	286	1463662
RS_GCF_021432765.1	286	2746321
GB_GCA_946886875.1	286	114707
RS_GCF_014268745.2	286	2745496
RS_GCF_031085165.1	286	3071568
RS_GCF_009799925.1	286	2650101
RS_GCF_900602065.1	286	33069
RS_GCF_001293775.1	286	81035
RS_GCF_001439735.1	286	1615673
RS_GCF_001695625.1	286	1876757
RS_GCF_001902145.1	286	294
RS_GCF_003131185.1	286	1839709
RS_GCF_900106095.1	286	882211
RS_GCF_013522925.1	286	256466
RS_GCF_030462585.1	286	3046726
GB_GCA_030699825.1	286	306
RS_GCF_900099785.1	286	428992
RS_GCF_021601625.1	286	2892330
RS_GCF_000820515.1	286	226910
RS_GCF_019880365.1	286	2870860
GB_GCA_001023535.1	286	587753
RS_GCF_015163715.1	286	2781239
RS_GCF_004348895.1	286	95300
RS_GCF_025133575.1	286	2974552
RS_GCF_001439815.1	286	76758
RS_GCF_000498395.2	286	1384061
RS_GCF_900187445.1	286	2009073
RS_GCF_902506505.1	286	2653163
RS_GCF_001679645.1	286	2843610
RS_GCF_030812475.1	286	163011
RS_GCF_902497785.1	286	294
RS_GCF_016009175.1	286	237609
RS_GCF_024749285.1	286	2895473
RS_GCF_900475285.1	286	47884
RS_GCF_023242365.1	286	2935075
RS_GCF_007665395.1	286	47885
RS_GCF_001320245.1	286	1661039
RS_GCF_014646755.1	286	1825787
RS_GCF_017589465.1	286	2816993
RS_GCF_001427125.1	286	1736561
RS_GCF_900115555.1	286	289003
RS_GCF_004364335.1	286	158627
RS_GCF_029960815.1	286	3042230
RS_GCF_029836165.1	286	2975433
RS_GCF_026153515.1	286	2991051
RS_GCF_900110925.1	286	543360
RS_GCF_009764645.1	286	2494699
RS_GCF_000802965.1	286	294
RS_GCF_000708715.2	286	1449986
RS_GCF_002269125.1	286	86185
RS_GCF_022952855.1	286	2930090
RS_GCF_001874645.1	286	104087
RS_GCF_007858365.1	286	2600598
RS_GCF_025466085.1	286	2971621
RS_GCF_023517795.1	286	47880
RS_GCF_000280765.1	286	707248
RS_GCF_015461805.1	286	2730413
RS_GCF_003231275.1	286	2213017
RS_GCF_013523165.1	286	312306
RS_GCF_023242475.1	286	2933107
RS_GCF_013359695.1	286	2735270
RS_GCF_900105155.1	286	1148509
RS_GCF_022405695.1	286	312306
RS_GCF_002236115.1	286	77298
RS_GCF_007109405.1	286	2593654
RS_GCF_030696055.1	286	306
RS_GCF_002091755.1	286	1215112
RS_GCF_900187615.1	286	2009153
RS_GCF_014596565.1	286	527802
RS_GCF_001439845.1	286	1615674
RS_GCF_030150285.1	286	306
RS_GCF_002845275.2	286	2054916
RS_GCF_000425805.1	286	1292031
RS_GCF_002906855.1	286	303
RS_GCF_029203285.1	286	3016341
RS_GCF_001941965.1	286	303
RS_GCF_019200975.1	286	2853534
RS_GCF_900107155.1	286	191391
RS_GCF_028010285.1	286	3020843
RS_GCF_000935045.1	286	1546029
RS_GCF_001952855.1	286	1771311
RS_GCF_900106975.1	286	1007099
RS_GCF_902497855.1	286	294
RS_GCF_008801475.1	286	395599
RS_GCF_030053115.1	286	3042029
RS_GCF_000349845.1	286	1294143
RS_GCF_009296165.1	286	2607908
RS_GCF_030687535.1	286	2954092
RS_GCF_003732225.1	286	930166
RS_GCF_019145235.1	286	2841207
RS_GCF_018502625.1	286	3093767
RS_GCF_014268755.2	286	2745495
RS_GCF_022836805.1	286	2930089
RS_GCF_902498195.1	286	294
RS_GCF_016651305.1	286	2796372
RS_GCF_002979975.1	286	1848729
RS_GCF_003627215.1	286	1736226
RS_GCF_009601685.2	286	930166
RS_GCF_020423045.1	286	2866807
RS_GCF_016650815.1	286	2796396
GB_GCA_003523465.1	286	306
RS_GCF_003031675.1	286	191390
GB_GCA_900573885.1	286	33069
RS_GCF_000281895.1	286	1038922
RS_GCF_015471405.1	286	36746
RS_GCF_001294575.1	286	1788301
RS_GCF_013184545.1	286	2715755
RS_GCF_014836765.1	286	2763075
RS_GCF_900106015.1	286	1274359
RS_GCF_024741815.1	286	2972478
RS_GCF_900103225.1	286	200452
RS_GCF_025465995.1	286	2971617
RS_GCF_030064125.1	286	1506334
RS_GCF_002563895.1	286	244566
RS_GCF_030683065.1	286	306
RS_GCF_026686735.1	286	2961893
RS_GCF_009834565.1	286	1573711
RS_GCF_004353925.1	286	483968
RS_GCF_000730625.1	286	1215113
RS_GCF_002113125.1	286	1981738
RS_GCF_026016325.1	286	2895495
GB_GCA_026398835.1	286	306
RS_GCF_017976235.1	286	2710589
RS_GCF_900277125.1	286	2078786
GB_GCA_900580675.1	286	33069
RS_GCF_900103845.1	286	198616
RS_GCF_019719005.1	286	36746
RS_GCF_003596405.1	286	2320866
RS_GCF_019145375.1	286	2842345
RS_GCF_030272895.1	286	2936269
RS_GCF_900187565.1	286	2008913
GB_GCA_030544685.1	286	2885912
RS_GCF_002112505.1	286	1981693
RS_GCF_013374995.1	286	2599595
RS_GCF_021018765.1	286	2837969
RS_GCF_000282495.1	286	1144338
RS_GCF_001042985.1	286	86185
RS_GCF_000730425.1	286	294
RS_GCF_900104805.1	286	1392877
RS_GCF_029193575.1	286	312306
RS_GCF_016937615.1	286	2813360
RS_GCF_001269905.1	286	47879
RS_GCF_002304225.1	286	1985301
RS_GCF_016651255.1	286	2796376
RS_GCF_013359595.1	286	2735272
RS_GCF_000293885.2	286	1221522
RS_GCF_008369325.1	286	2597348
RS_GCF_019168305.1	286	2854028
RS_GCF_001465025.1	286	1752219
RS_GCF_904063065.1	286	2750624
RS_GCF_000503215.1	286	915099
RS_GCF_003797945.1	286	2487346
RS_GCF_009932725.1	286	2579922
RS_GCF_900102675.1	286	1288410
RS_GCF_029871235.1	286	2567887
RS_GCF_026072635.1	286	2731552
RS_GCF_001043055.1	286	1608994
RS_GCF_003852235.1	286	658643
RS_GCF_006438925.1	286	75612
RS_GCF_001446935.1	286	1729724
RS_GCF_000364705.1	286	1316934
GB_GCA_021606685.1	286	317
RS_GCF_014269205.2	286	2745482
RS_GCF_014863585.1	286	2774461
RS_GCF_002434265.1	286	1947332
RS_GCF_002843605.1	286	2054919
RS_GCF_030698175.1	286	306
RS_GCF_900113745.1	286	425504
GB_GCA_902825215.1	286	294
RS_GCF_001945445.1	286	1932112
RS_GCF_900187505.1	286	2009182
RS_GCF_014694385.1	286	2715964
GB_GCA_900591205.1	286	33069
RS_GCF_002015075.1_rep5	2860205	733
RS_GCF_002015075.1	2860205	733
RS_GCF_002015075.1_rep8	2860205	733
RS_GCF_002015075.1_rep7	2860205	733
RS_GCF_002015075.1_rep6	2860205	733
RS_GCF_002015075.1_rep1	2860205	733
RS_GCF_002015075.1_rep2	2860205	733
RS_GCF_002015075.1_rep0	2860205	733
RS_GCF_007097155.1_rep5	2860235	2593303
RS_GCF_007097155.1_rep2	2860235	2593303
RS_GCF_018982885.2_rep8	2860235	2835787
RS_GCF_007097155.1	2860235	2593303
RS_GCF_004681125.1_rep1	2860235	2511025
RS_GCF_004681125.1_rep3	2860235	2511025
RS_GCF_007097155.1_rep6	2860235	2593303
RS_GCF_007097155.1_rep4	2860235	2593303
RS_GCF_018982885.2_rep3	2860235	2835787
RS_GCF_007097155.1_rep7	2860235	2593303
RS_GCF_018982885.2	2860235	2835787
RS_GCF_004681125.1	2860235	2511025
RS_GCF_004681125.1_rep8	2860235	2511025
RS_GCF_007097155.1_rep0	2860235	2593303
RS_GCF_004681125.1_rep7	2860235	2511025
RS_GCF_004681125.1_rep6	2860235	2511025
RS_GCF_004681125.1_rep5	2860235	2511025
RS_GCF_007097155.1_rep8	2860235	2593303
RS_GCF_018982885.2_rep6	2860235	2835787
RS_GCF_004681125.1_rep2	2860235	2511025
RS_GCF_007097155.1_rep3	2860235	2593303
RS_GCF_018982885.2_rep2	2860235	2835787
RS_GCF_018982885.2_rep0	2860235	2835787
RS_GCF_007097155.1_rep1	2860235	2593303
RS_GCF_016458275.1_rep4	2860291	2798584
RS_GCF_016458275.1	2860291	2798584
RS_GCF_016458275.1_rep0	2860291	2798584
RS_GCF_016458275.1_rep1	2860291	2798584
RS_GCF_016458275.1_rep6	2860291	2798584
RS_GCF_016458275.1_rep5	2860291	2798584
RS_GCF_016458275.1_rep7	2860291	2798584
RS_GCF_016458275.1_rep3	2860291	2798584
RS_GCF_000427335.1	286104	641526
RS_GCF_014635865.1	286104	2048558
RS_GCF_001971725.1	286104	1936080
RS_GCF_013394595.1	286104	2686077
RS_GCF_947501905.1	286104	395353
GB_GCA_028383925.1	286104	1883156
RS_GCF_020166345.1	286104	2877122
RS_GCF_015645385.1	286104	2785530
RS_GCF_018860545.1	286104	1344585
RS_GCF_013403975.1	286104	2686079
GB_GCA_020435515.1	286104	1883156
RS_GCF_019203985.1	286104	2828330
GB_GCA_004211785.1	286104	1883156
RS_GCF_013403955.1	286104	2615024
RS_GCF_000828715.1	286104	754409
RS_GCF_905480385.1	286104	395353
RS_GCF_003217215.1	286104	262005
RS_GCF_013403915.1	286104	664642
GB_GCA_013003655.1	286104	1883156
RS_GCF_937958655.1	286104	395353
RS_GCF_028282165.1	286104	1883156
RS_GCF_002163855.1	286104	754417
RS_GCF_013249045.1	286104	1089306
RS_GCF_016744625.1	286104	1883156
RS_GCF_947498345.1	286104	395353
RS_GCF_013213975.1	286104	1883156
RS_GCF_014243395.1	286104	1884876
GB_GCA_030149115.1	286104	1883156
RS_GCF_020166335.1	286104	2877123
RS_GCF_009709615.1	286104	2608631
RS_GCF_030407435.1	286104	3035208
RS_GCF_013403865.1	286104	2697008
RS_GCF_947498005.1	286104	395353
RS_GCF_014297365.1	286104	538189
RS_GCF_013042245.1	286104	1883156
RS_GCF_013249065.1	286104	1220182
RS_GCF_013404085.1	286104	2697010
GB_GCA_013002225.1	286104	1883156
RS_GCF_013285155.1	286104	1285465
GB_GCA_030149175.1	286104	1883156
RS_GCF_025210595.1	286104	1883156
RS_GCF_004346845.1	286104	1442586
RS_GCF_947495255.1	286104	395353
RS_GCF_029911945.1	286104	3042722
RS_GCF_003712105.1	286104	1883156
RS_GCF_003335675.1	286104	2282123
RS_GCF_003337305.1	286104	533325
RS_GCF_003387355.1	286104	1382466
RS_GCF_005869935.1	286104	2575815
RS_GCF_002266855.1	286104	1915063
RS_GCF_013403925.1	286104	2697007
RS_GCF_013403985.1	286104	2686076
RS_GCF_900099995.1	286104	262004
RS_GCF_003362725.1	286104	2219558
RS_GCF_000310245.1	286130	1249480
RS_GCF_028688295.1	286130	2025608
GB_GCA_030693335.1	286130	2025608
RS_GCF_028713855.1	286130	2025608
GB_GCA_028713245.1	286130	2025608
GB_GCA_022729835.1	286130	2025608
RS_GCF_028710345.1	286130	2025608
RS_GCF_022759005.1	286130	2025608
RS_GCF_028681615.1	286130	2025608
GB_GCA_024637295.1	286130	2025608
RS_GCF_002742695.1	286130	148813
GB_GCA_020721585.1	286130	2025608
RS_GCF_002633015.1	286130	2027917
RS_GCF_019163035.1	286130	2025608
GB_GCA_030696285.1	286130	2025608
GB_GCA_024637215.1	286130	2025608
GB_GCA_028714915.1	286130	2025608
RS_GCF_023250475.1	286130	2025608
GB_GCA_028710885.1	286130	2025608
GB_GCA_028718525.1	286130	2025608
RS_GCF_000183725.1	286130	709032
RS_GCF_023229695.1	286130	2025608
RS_GCF_937936435.1	286130	430693
GB_GCA_945867285.1	286130	2546102
GB_GCA_003245815.1	286130	2025608
GB_GCA_030679635.1	286130	2025608
RS_GCF_000747095.1	286130	1537917
GB_GCA_030696775.1	286130	2025608
RS_GCF_030691015.1	286130	2025608
GB_GCA_030692765.1	286130	2025608
GB_GCA_024762585.1	286130	2025608
GB_GCA_022729795.1	286130	2025608
RS_GCF_001310225.1_rep3	2861660	1736674
RS_GCF_001310225.1	2861660	1736674
RS_GCF_001310225.1_rep6	2861660	1736674
RS_GCF_001310225.1_rep0	2861660	1736674
RS_GCF_001310225.1_rep7	2861660	1736674
RS_GCF_001310225.1_rep8	2861660	1736674
RS_GCF_001310225.1_rep4	2861660	1736674
RS_GCF_001310225.1_rep1	2861660	1736674
RS_GCF_000301055.1_rep0	2862142	883112
RS_GCF_000301055.1	2862142	883112
RS_GCF_000301055.1_rep8	2862142	883112
RS_GCF_000301055.1_rep4	2862142	883112
RS_GCF_000301055.1_rep5	2862142	883112
RS_GCF_000301055.1_rep7	2862142	883112
RS_GCF_000301055.1_rep1	2862142	883112
RS_GCF_000301055.1_rep6	2862142	883112
RS_GCF_000518205.1_rep7	2862143	1408438
RS_GCF_000518205.1	2862143	1408438
RS_GCF_000518205.1_rep1	2862143	1408438
RS_GCF_000518205.1_rep6	2862143	1408438
RS_GCF_000518205.1_rep8	2862143	1408438
RS_GCF_000518205.1_rep0	2862143	1408438
RS_GCF_000518205.1_rep5	2862143	1408438
RS_GCF_000518205.1_rep2	2862143	1408438
RS_GCF_014049385.1_rep8	2862144	2748684
RS_GCF_014049385.1_rep4	2862144	2748684
RS_GCF_014049385.1_rep3	2862144	2748684
RS_GCF_014049385.1_rep2	2862144	2748684
RS_GCF_005864045.1_rep6	2862144	87458
RS_GCF_005864045.1_rep2	2862144	87458
RS_GCF_014049385.1_rep1	2862144	2748684
RS_GCF_005864045.1_rep7	2862144	87458
RS_GCF_005864045.1_rep1	2862144	87458
RS_GCF_005864045.1_rep5	2862144	87458
RS_GCF_014049385.1_rep0	2862144	2748684
RS_GCF_005864045.1_rep3	2862144	87458
RS_GCF_005864045.1_rep8	2862144	87458
RS_GCF_005864045.1_rep4	2862144	87458
RS_GCF_014049385.1_rep6	2862144	2748684
RS_GCF_014049385.1_rep7	2862144	2748684
RS_GCF_000332355.1_rep5	2862346	102127
RS_GCF_000332355.1	2862346	102127
RS_GCF_000332355.1_rep3	2862346	102127
RS_GCF_000332355.1_rep7	2862346	102127
RS_GCF_000332355.1_rep4	2862346	102127
RS_GCF_000332355.1_rep8	2862346	102127
RS_GCF_000332355.1_rep0	2862346	102127
RS_GCF_000332355.1_rep2	2862346	102127
RS_GCF_007741515.1_rep0	2862451	1930276
RS_GCF_007741515.1	2862451	1930276
RS_GCF_007741515.1_rep8	2862451	1930276
RS_GCF_007741515.1_rep6	2862451	1930276
RS_GCF_007741515.1_rep5	2862451	1930276
RS_GCF_007741515.1_rep3	2862451	1930276
RS_GCF_007741515.1_rep2	2862451	1930276
RS_GCF_007741515.1_rep7	2862451	1930276
GB_GCA_023701385.1_rep0	2862745	2862747
RS_GCF_000348725.1_rep7	2862745	1184267
RS_GCF_000348725.1_rep8	2862745	1184267
RS_GCF_000348725.1_rep2	2862745	1184267
GB_GCA_025449725.1	2862745	2862747
RS_GCF_000348725.1_rep3	2862745	1184267
GB_GCA_025449725.1_rep0	2862745	2862747
